gen,id,x,y,word
0,69,5,11,dugong
0,26,11,15,vulture
0,54,15,13,mongoose
0,70,8,0,rhinoceros
0,77,0,11,xenopus frog
0,29,1,0,eastern box turtle
0,44,9,8,ibex
0,56,5,1,serval
0,30,5,12,fox
0,37,11,11,ibex
0,1,9,14,uromastyx lizard
0,20,6,14,bengal tiger
0,58,6,5,wolverine
0,2,4,1,mongoose
0,5,12,0,stingray
0,42,12,2,lemur
0,40,14,12,fox
0,46,1,7,yak
0,35,6,1,pangolin
0,14,2,2,zebra
0,52,9,13,pangolin
0,73,3,4,shrew
0,50,15,0,rhinoceros
0,38,7,1,rhinoceros
0,60,6,13,jaguarundi
0,7,8,8,ibex
0,41,14,4,pangolin
0,72,2,13,rhinoceros
0,12,12,10,giraffe
0,65,5,7,shrew
0,4,1,5,anteater
0,28,9,7,tarantula
0,16,8,11,fox
0,32,12,6,lemur
0,76,1,3,anteater
0,0,0,5,addax goat
0,21,13,14,fox
0,15,12,8,okapi
0,53,15,1,rhinoceros
0,22,5,15,numbat
0,10,9,11,fox
0,45,13,5,ibex
0,63,2,3,anteater
0,36,10,10,eastern box turtle
0,11,15,3,mongoose
0,75,7,6,eastern box turtle
0,79,4,11,fox
0,62,15,7,southern boobook
0,8,4,5,komodo dragon
0,24,7,11,qapik owl
0,9,15,4,pangolin
0,18,12,4,dugong
0,27,9,6,axolotl
0,67,2,5,shrew
0,34,6,11,dugong
0,23,12,5,ibex
0,43,0,10,axolotl
0,13,10,9,mainland beaver
0,74,4,14,rhinoceros
0,64,4,12,shrew
0,6,15,15,rhinoceros
0,71,7,0,rhinoceros
0,55,12,11,giraffe
0,47,7,10,wolverine
0,33,0,3,termite
0,49,5,2,rhinoceros
0,51,5,13,qizilbash eagle
0,17,13,2,lemur
0,31,5,0,cheetah
0,39,2,9,eastern box turtle
0,19,14,8,platypus
0,61,9,9,wolverine
0,48,8,1,shrew
0,66,6,6,wolverine
0,68,12,13,fox
0,78,3,8,tarantula
0,25,0,7,yak
0,59,14,1,lemur
0,3,7,12,shrew
0,57,4,13,rhinoceros
1,41,13,4,pangolin
1,73,4,3,shrew
1,43,1,9,new holland mouse
1,34,5,11,fox
1,5,12,1,lanternsh
1,77,15,10,xenopus frog
1,12,12,10,giraffe
1,76,1,4,anteater
1,52,9,13,pangolin
1,4,1,5,anteater
1,35,6,2,takin
1,30,5,12,fox
1,74,4,14,serval
1,23,12,4,pangolin
1,15,11,9,okapi
1,47,8,9,wolverine
1,57,5,14,rhinoceros
1,3,8,13,fox
1,48,9,0,shrew
1,33,0,3,termite
1,55,11,10,ibex
1,58,6,5,wolverine
1,67,3,5,shrew
1,25,0,7,yak
1,42,11,1,lemur
1,69,6,12,dugong
1,10,8,12,fox
1,72,2,14,rhinoceros
1,63,3,4,anteater
1,68,11,12,fox
1,46,1,6,yak
1,39,1,8,eastern box turtle
1,44,9,8,ibex
1,45,13,6,ibex
1,54,15,13,mongoose
1,66,6,6,wolverine
1,37,11,11,fox
1,60,7,13,jaguarundi
1,6,14,14,rhinoceros
1,13,10,9,mainland beaver
1,79,4,10,fox
1,26,10,14,vulture
1,9,0,4,pangolin
1,27,8,6,axolotl
1,32,11,7,lemur
1,8,4,4,komodo dragon
1,49,6,3,rhinoceros
1,14,2,2,mongoose
1,22,5,15,serval
1,0,15,5,addax goat
1,1,8,14,uromastyx lizard
