gen,id,x,y,word
0,28,13,1,pangolin
0,2,8,3,rhinoceros hornbill
0,55,1,4,eastern box turtle
0,34,4,12,red panda
0,69,3,9,groundhog
0,39,7,4,dkuboa dasyura
0,19,7,7,fossa
0,41,4,14,pangolin
0,10,12,0,xenopus laevies
0,5,1,7,mekorok
0,8,6,4,mongoose
0,59,14,10,binturi
0,72,4,7,hedgehogs
0,9,7,1,anteater
0,43,14,8,pallas's cat
0,24,5,12,axolotl
0,33,5,11,nile monitor
0,63,15,1,uakari monkeys
0,44,14,3,vervets monkey
0,77,2,13,komodo dragon
0,30,0,2,uakari monkeys
0,32,8,14,rhinoceros hornbill
0,0,8,2,tarsier
0,62,2,9,hedgehogs
0,47,0,12,red panda
0,75,1,3,eastern box turtle
0,65,14,13,binturi
0,6,8,13,snow leopard
0,70,7,12,shoebill stork
0,54,11,8,red panda
0,56,10,13,tarsier
0,58,9,2,vervets monkey
0,17,5,6,pangolin
0,60,13,0,anteater
0,66,10,15,axolotl
0,76,12,3,rhinoceros hornbill
0,29,5,8,binturi
0,13,0,13,steller sea lion
0,51,1,14,xenopus laevies
0,49,0,10,rhinoceros hornbill
0,46,8,7,fossa
0,52,12,1,jaguarundi
0,4,2,8,hedgehogs
0,12,11,4,dwarf crocodile
0,14,2,0,komodo dragon
0,42,13,6,hedgehogs
0,36,1,5,pallas's cat
0,3,5,4,mongoose
0,67,9,14,axolotl
0,26,3,3,eastern box turtle
0,31,12,10,himalayan tahr
0,64,12,11,rabbit
0,20,0,1,jaguarundi
0,53,8,11,eastern box turtle
0,48,9,10,tarsier
0,78,6,2,wolf spider
0,27,5,14,ivory gull
0,61,13,2,pangolin
0,71,6,15,otter
0,40,15,11,jaguarundi
0,7,7,11,dkuboa dasyura
0,18,14,14,pallas's cat
0,11,9,8,otter
0,74,9,15,komodo dragon
0,79,4,1,groundhog
0,57,3,7,hedgehogs
0,45,12,6,uakari monkeys
0,38,2,12,common poorwill
0,1,15,6,red panda
0,73,5,9,shoebill stork
0,35,13,9,pallas's cat
0,21,1,6,dugong
0,68,12,14,dwarf crocodile
0,23,10,6,wolf spider
0,15,11,10,shoebill stork
0,37,15,0,ivory gull
0,50,3,10,zebra finch
0,16,4,6,pangolin
0,25,6,12,zebra finch
0,22,12,5,groundhog
1,13,0,13,steller sea lion
1,5,2,7,mekorok
1,12,12,3,dwarf crocodile
1,50,3,11,zebra finch
1,24,5,12,axolotl
1,2,9,4,rhinoceros hornbill
1,48,9,11,tarsier
1,60,12,0,anteater
1,49,1,9,rhinoceros hornbill
1,27,5,14,pangolin
1,74,9,15,large anaconda
1,39,7,4,mongoose
1,26,2,4,eastern box turtle
1,1,0,6,red panda
1,8,6,4,mongoose
1,51,1,13,xenopus laevies
1,29,6,7,binturi
1,55,1,4,eastern box turtle
1,68,11,13,dwarf crocodile
1,63,15,1,uakari monkeys
1,38,2,12,common poorwill
1,66,11,15,axolotl
1,20,15,2,jaguarundi
1,37,14,1,ivory gull
1,25,6,12,zebra finch
1,73,4,10,shoebill stork
1,43,14,9,pallas's cat
1,0,8,3,mongoose
1,64,13,10,rabbit
1,35,13,9,bengal fox
1,6,8,13,snow leopard
1,33,5,11,nile monitor
1,47,15,11,red panda
1,59,14,10,binturi
1,9,7,0,anteater
1,52,13,2,pangolin
1,3,4,5,pangolin
1,40,15,10,jaguarundi
1,31,12,10,tibetan wild ass
1,70,7,12,shoebill stork
1,15,10,11,shoebill stork
1,45,12,6,uakari monkeys
1,36,1,5,pallas's cat
1,28,14,2,pangolin
1,78,6,2,six legged tick
1,57,3,7,hedgehogs
1,16,5,5,fossa
1,22,12,5,groundhog
1,77,3,14,komodo dragon
1,11,10,8,otter
1,69,2,10,groundhog
1,53,8,12,eastern box turtle
1,41,4,14,pangolin
1,18,15,14,pallas's cat
1,21,1,6,dugong
1,14,2,15,komodo dragon
1,23,10,5,wolf spider
1,10,11,0,xenopus laevies
1,54,12,7,red panda
1,7,7,11,dkuboa dasyura
1,79,5,1,groundhog
1,72,4,7,hedgehogs
