gen,id,x,y,word
0,36,10,3,steller sea lion
0,43,10,14,otter
0,10,1,10,rhinoceros
0,30,6,9,rhinoceros
0,63,13,13,komodo dragon
0,6,1,14,african wild dog
0,52,5,12,african wild dog
0,61,2,4,mongoose
0,19,0,13,jaguarundi
0,74,8,2,wolf
0,64,0,3,mongoose
0,13,6,10,rhinoceros
0,5,0,14,otter
0,27,8,3,wolf
0,45,12,1,wolf
0,34,6,11,axolotl
0,60,11,10,african wild dog
0,40,9,7,badger
0,38,3,5,badger
0,62,7,2,wolf
0,75,9,13,rhinoceros
0,48,3,13,golden eagle
0,25,13,5,wolf
0,56,4,11,uakari monkeys
0,57,7,6,badger
0,42,0,5,komodo dragon
0,58,12,13,quokka
0,59,13,7,pangolin
0,18,10,13,common opossum
0,47,3,15,numbat
0,54,5,8,rhinoceros
0,15,12,2,pangolin
0,71,9,3,axolotl
0,14,0,6,shoebill stork
0,26,9,1,eastern box turtle
0,12,11,4,lemur
0,22,12,10,axolotl
0,8,5,15,iguana
0,33,13,1,wolf
0,68,11,13,otter
0,70,2,14,new zealand fur seal
0,0,10,8,tarsier
0,66,0,9,rhinoceros
0,24,6,1,zebra finch
0,55,15,11,fossa
0,79,1,15,eastern box turtle
0,4,3,0,quokka
0,23,5,3,aye ayes
0,72,10,12,fossa
0,76,2,15,axolotl
0,29,10,4,lemur
0,49,14,5,pangolin
0,44,14,6,quokka
0,69,3,10,quokka
0,17,5,7,fossa
0,67,7,10,numbat
0,7,1,9,rhinoceros
0,65,7,7,quokka
0,28,7,15,cheetah
0,39,8,6,badger
0,41,9,9,zebra finch
0,53,1,1,zebra finch
0,9,9,5,steller sea lion
0,2,2,5,mongoose
0,77,4,9,rhinoceros
0,21,9,11,numbat
0,31,15,8,rhinoceros
0,51,10,6,vervet monkey
0,37,6,2,wolf
0,1,6,3,large sea lion
0,11,2,3,badger
0,35,15,13,fossa
0,50,12,6,wolf
0,16,3,2,badger
0,3,5,10,golden eagle
0,32,2,11,quokka
0,73,1,12,steller sea lion
0,20,8,12,rhinoceros
0,46,5,11,rhinoceros
0,78,2,10,golden eagle
1,6,0,13,serval
1,34,6,11,tenrec
1,38,3,5,badger
1,62,7,2,wolf
1,50,12,6,wolf
1,49,14,4,wolf
1,67,7,11,numbat
1,43,9,14,otter
1,55,14,12,fossa
1,45,13,2,cougars
1,60,12,9,african wild dog
1,17,4,8,rhinoceros
1,76,2,15,numbat
1,74,8,2,wolf
1,48,4,13,rhinoceros
1,26,10,1,eastern box turtle
1,10,1,10,rhinoceros
1,70,1,13,rhinoceros
1,39,9,6,badger
1,59,13,8,pangolin
1,77,5,9,rhinoceros
1,25,13,4,wolf
1,58,11,12,quokka
1,9,10,6,badger
1,19,0,12,jaguarundi
1,33,12,0,wolf
1,15,13,3,wolf
1,2,3,4,mongoose
1,12,10,5,badger
1,57,6,7,badger
1,37,6,2,wolf
1,4,4,0,quokka
1,8,6,0,iguana
1,75,10,12,rhinoceros
1,73,1,12,rhinoceros
1,29,9,4,lemur
1,69,2,10,quokka
1,53,1,0,otter
1,27,8,3,wolf
1,41,8,9,oriented honeyeater
1,63,13,12,komodo dragon
1,0,10,8,badger
1,40,9,7,badger
1,61,2,4,mongoose
1,35,14,13,fossa
1,72,9,12,rhinoceros
1,30,6,9,rhinoceros
1,52,5,12,rhinoceros
1,42,0,4,mongoose
1,65,6,8,badger
1,21,10,11,numbat
1,78,1,11,rhinoceros
1,79,1,15,eastern box turtle
1,14,1,7,shoebill stork
1,66,15,9,rhinoceros
1,13,7,9,rhinoceros
1,44,15,6,quokka
1,24,7,0,zebra finch
1,23,4,4,aye ayes
1,31,14,8,rhinoceros
1,1,7,4,large sea lion
1,28,6,15,cheetah
1,47,3,0,numbat
1,71,8,4,axolotl
1,18,10,13,rhinoceros
1,5,0,15,otter
1,22,13,9,axolotl
1,20,7,13,rhinoceros
1,36,10,2,steller sea lion
1,7,2,8,rhinoceros
1,11,2,3,mongoose
1,68,11,13,otter
1,3,5,10,rhinoceros
1,51,10,7,vervet monkey
1,46,5,11,rhinoceros
1,16,4,2,badger
1,56,4,11,uakari monkeys
1,64,0,3,mongoose
1,32,3,12,quokka
1,54,4,7,rhinoceros
2,12,11,4,badger
2,18,10,13,rhinoceros
2,41,9,8,badger
2,63,14,11,komodo dragon
2,68,11,13,otter
2,79,1,14,fossa
2,39,8,5,mongolian gerbil
2,60,11,9,javan lemur
2,28,6,0,wolf
