gen,id,x,y,word
0,28,13,1,fossa
0,2,8,3,wolf spider
0,55,1,4,uakari monkeys
0,34,4,12,mekorok
0,69,3,9,lemur
0,39,7,4,ivory gull
0,19,7,7,hedgehogs
0,41,4,14,tarsier
0,10,12,0,zebra finch
0,5,1,7,pangolin
0,8,6,4,the red kangaroo
0,59,14,10,xenopus laevies
0,72,4,7,axolotl
0,9,7,1,dwarf crocodile
0,43,14,8,narwhal
0,24,5,12,otter
0,33,5,11,marmot
0,63,15,1,rhinoceros hornbill
0,44,14,3,snow leopard
0,77,2,13,vervets monkey
0,30,0,2,rhinoceros hornbill
0,32,8,14,wolf spider
0,0,8,2,cheetah
0,62,2,9,axolotl
0,47,0,12,mekorok
0,75,1,3,uakari monkeys
0,65,14,13,xenopus laevies
0,6,8,13,komodo dragon
0,70,7,12,otter
0,54,11,8,mekorok
0,56,10,13,cheetah
0,58,9,2,snow leopard
0,17,5,6,snow leopard
0,60,13,0,dwarf crocodile
0,66,10,15,pallas's cat
0,76,12,3,wolf spider
0,29,5,8,axolotl
0,13,0,13,common poorwill
0,51,1,14,zebra finch
0,49,0,10,wolf spider
0,46,8,7,hedgehogs
0,52,12,1,fossa
0,4,2,8,axolotl
0,12,11,4,lemur
0,14,2,0,vervets monkey
0,42,13,6,axolotl
0,36,1,5,narwhal
0,3,5,4,jaguarundi
0,67,9,14,cheetah
0,26,3,3,uakari monkeys
0,31,12,10,armadillo
0,64,12,11,otter
0,20,0,1,fossa
0,53,8,11,cheetah
0,48,9,10,cheetah
0,78,6,2,steller sea lion
0,27,5,14,binturi
0,61,13,2,tarsier
0,71,6,15,shoebill stork
0,40,15,11,fossa
0,7,7,11,ivory gull
0,18,14,14,narwhal
0,11,9,8,shoebill stork
0,74,9,15,vervets monkey
0,79,4,1,lemur
0,57,3,7,axolotl
0,45,12,6,rhinoceros hornbill
0,38,2,12,anteater
0,1,15,6,mekorok
0,73,5,9,otter
0,35,13,9,narwhal
0,21,1,6,pangolin
0,68,12,14,groundhog
0,23,10,6,steller sea lion
0,15,11,10,otter
0,37,15,0,binturi
0,50,3,10,red panda
0,16,4,6,tarsier
0,25,6,12,otter
0,22,12,5,lemur
1,13,0,13,common poorwill
1,5,2,7,pangolin
1,12,12,3,lemur
1,50,3,11,otter
1,24,5,12,otter
1,2,9,4,wolf spider
1,48,9,11,cheetah
1,60,12,0,dwarf crocodile
1,49,1,9,wolf spider
1,27,5,14,binturi
1,74,9,15,langur
1,39,7,4,ivory gull
1,26,2,4,uakari monkeys
1,1,0,6,mekorok
1,8,6,4,the red kangaroo
1,51,1,13,zebra finch
1,29,6,7,axolotl
1,55,1,4,uakari monkeys
1,68,11,13,groundhog
1,63,15,1,rhinoceros hornbill
1,38,2,12,anteater
