gen,id,x,y,word
0,6,0,13,golden retriever
0,64,9,8,bison
0,37,3,15,common eider duck
0,60,4,10,ibex
0,19,15,5,narwhal
0,59,4,3,kinkajou
0,17,10,0,bengali cat
0,67,15,4,okapi
0,28,11,9,xoloitzcuintli dog
0,34,12,6,ostrich
0,5,9,5,vulture
0,13,2,5,newt
0,69,4,9,golden retriever
0,63,13,15,hedgehog
0,70,14,4,okapi
0,9,13,3,komodo dragons
0,75,15,3,mpl iii mouse
0,21,8,11,hedgehog
0,36,15,0,vulture
0,4,15,14,sub arctic fox
0,66,4,11,ibex
0,12,13,14,elephant seal
0,45,1,12,cheetah
0,38,6,2,hedgehog
0,30,15,10,stingray
0,15,9,7,tarsier
0,26,11,11,rhinoceros
0,61,8,15,okapi
0,20,0,15,fossa
0,79,1,3,sloth
0,50,0,8,flounder
0,35,0,4,sub arctic fox
0,72,9,6,dugong
0,1,10,9,fossa
0,62,6,15,ostrich
0,39,1,7,stingray
0,73,15,7,stingray
0,25,5,7,zebra spider monkey
0,40,3,0,okapi
0,11,14,8,komodo dragon
0,42,12,8,zebra spider monkey
0,55,12,5,mongoose
0,78,2,2,sloth
0,18,11,7,tarsier
0,57,9,1,ostrich
0,41,11,3,lion
0,31,6,12,anteater
0,29,13,1,common eider duck
0,48,5,4,stingray
0,2,10,6,tarsier
0,52,8,6,vulture
0,58,3,14,dugong
0,23,2,15,okapi
0,74,0,12,golden retriever
0,65,6,10,tarsier
0,22,6,6,cassowary
0,3,11,10,rhinoceros
0,56,3,13,dugong
0,7,6,11,shark
0,16,0,10,stingray
0,10,7,0,okapi
0,53,9,12,lion
0,27,9,2,vulture
0,47,2,1,cardinalfish
0,14,11,4,mpl iii mouse
0,44,14,12,rhinoceros
0,49,2,8,greater hors
0,8,14,13,rhinoceros
0,76,13,2,hedgehog
0,46,5,1,golden retriever
0,33,0,6,stingray
0,43,10,15,ibex
0,51,11,8,fossa
0,0,6,14,cardinalfish
0,32,5,3,dugong
0,24,9,11,lion
0,77,14,10,newt
0,54,15,6,stingray
0,68,4,15,okapi
0,71,6,3,lion
1,11,15,7,komodo dragon
1,10,7,15,okapi
1,40,4,1,okapi
1,30,14,10,stingray
1,20,0,14,fossa
1,2,10,5,tarsier
1,53,10,12,lion
1,49,2,7,greater hors
1,73,0,8,stingray
1,44,13,12,rhinoceros
1,26,11,11,fossa
1,46,4,2,dugong
1,54,15,6,stingray
1,36,15,1,vulture
1,45,1,13,fossa
1,27,10,3,vulture
1,79,2,3,sloth
1,0,7,13,cardinalfish
1,68,4,15,okapi
1,61,9,15,okapi
1,72,8,5,vulture
1,9,14,2,komodo dragons
1,5,8,4,vulture
1,78,2,2,sloth
1,6,0,13,golden retriever
1,38,7,1,hedgehog
1,66,5,10,ibex
1,60,4,9,ibex
1,12,12,13,rhinoceros
1,14,12,3,okapi
1,23,1,15,okapi
1,28,12,10,fossa
1,75,15,2,mpl iii mouse
1,74,0,12,golden retriever
1,1,10,9,fossa
1,76,13,2,hedgehog
1,22,6,7,cassowary
1,41,12,2,lion
1,57,8,2,ostrich
1,48,4,4,stingray
1,39,1,7,stingray
1,52,7,6,vulture
1,50,0,9,flounder
1,16,0,11,stingray
1,59,5,2,kinkajou
1,32,5,3,lion
1,67,15,4,okapi
1,42,11,9,fossa
1,13,2,6,newt
1,17,10,0,nyala
1,7,7,11,shark
1,18,10,7,tarsier
1,8,13,13,rhinoceros
1,58,2,14,dugong
1,21,7,12,hedgehog
1,77,13,11,stingray
1,33,0,5,stingray
1,51,11,8,fossa
1,24,10,11,rhinoceros
1,3,10,10,rhinoceros
1,70,13,4,okapi
1,43,10,15,ibex
1,65,6,9,ibex
1,15,8,7,tarsier
1,69,5,9,golden retriever
1,62,7,14,okapi
1,71,6,4,lion
1,19,15,5,okapi
1,34,13,7,ostrich
1,63,13,0,hedgehog
1,29,13,1,common eider duck
1,37,3,15,okapi
1,25,5,8,zebra spider monkey
1,31,6,13,anteater
1,47,3,2,cardinalfish
1,35,0,4,tsessebe
1,56,4,13,dugong
1,4,15,15,sub arctic fox
1,55,12,5,mongoose
1,64,9,8,bison
2,34,12,6,ostrich
2,17,11,1,galerella sanguinea
2,8,14,12,rhinoceros
2,10,7,0,okapi
2,9,15,3,komodo dragons
2,35,0,4,tsessebe
2,75,0,1,sloth
2,3,10,10,rhinoceros
2,48,4,4,stingray
2,50,0,9,flounder
2,45,1,13,fossa
2,1,11,10,fossa
2,54,0,6,okapi
2,28,13,10,fossa
2,55,11,4,mongoose
2,23,1,14,fossa
2,26,11,11,fossa
2,76,13,2,hedgehog
2,22,6,7,cassowary
2,58,2,15,okapi
2,19,15,5,okapi
2,42,11,9,fossa
2,37,3,15,okapi
2,32,6,4,vulture
2,64,10,7,tarsier
2,39,1,6,stingray
2,79,1,2,sloth
2,24,10,11,rhinoceros
2,52,8,6,vulture
2,27,9,2,vulture
2,29,14,2,common eider duck
2,56,3,12,dugong
2,65,6,9,ibex
2,2,9,6,tarsier
2,72,8,5,vulture
2,16,15,12,stingray
2,30,15,10,stingray
2,66,5,10,ibex
2,40,4,0,okapi
2,20,0,15,fossa
2,69,5,9,manta ray
2,63,13,15,hedgehog
2,59,4,3,kinkajou
2,47,3,1,sloth
2,70,14,4,okapi
2,13,3,6,newt
2,53,9,13,okapi
2,0,6,14,okapi
2,6,0,13,golden retriever
2,31,5,12,anteater
2,43,11,0,ibex
2,25,5,8,shark
2,73,15,8,stingray
2,78,2,2,sloth
2,12,13,14,rhinoceros
2,74,0,12,golden retriever
2,51,10,9,fossa
2,57,9,1,ostrich
2,5,7,4,vulture
2,49,1,8,flounder
2,36,0,2,vulture
2,7,6,10,shark
2,14,11,3,okapi
2,18,11,6,tarsier
2,68,5,0,okapi
2,15,7,8,tarsier
2,67,15,4,cougar
2,71,6,5,lion
2,38,8,0,okapi
2,61,10,14,okapi
2,11,14,8,komodo dragon
2,33,0,5,bull huss
2,60,3,9,ibex
2,44,13,12,rhinoceros
2,77,13,11,fossa
2,62,7,13,okapi
2,21,6,12,hedgehog
2,41,13,3,okapi
2,46,4,2,dugong
2,4,14,15,sub arctic fox
3,38,8,0,okapi
3,21,5,13,hedgehog
3,15,6,7,tarsier
3,64,11,8,fossa
3,76,13,1,hedgehog
3,29,15,1,vulture
3,35,0,4,cougar
3,43,12,15,okapi
3,52,8,7,vulture
3,51,10,8,fossa
3,37,4,15,fossa
3,26,12,12,fossa
3,41,13,3,okapi
3,42,11,9,fossa
3,27,10,2,vulture
3,56,4,12,dugong
3,75,0,1,vulture
3,53,10,14,okapi
3,72,8,5,crow
3,74,0,13,golden retriever
3,61,11,15,moose
3,44,13,12,fossa
3,7,7,9,shark
3,34,11,5,ostrich
3,58,3,14,fossa
3,19,15,5,okapi
3,31,5,12,anteater
3,25,5,7,shark
3,70,14,4,okapi
3,4,13,0,warthog
3,5,8,4,vulture
3,60,4,8,ibex
3,79,1,3,sloth
3,39,1,6,okapi
3,59,5,3,vulture
3,65,5,8,ibex
3,63,14,14,hedgehog
3,66,4,11,ibex
3,30,0,10,stingray
3,78,3,2,sloth
3,14,11,3,okapi
3,17,10,1,galerella sanguinea
3,55,12,4,mongoose
3,40,5,1,okapi
3,47,3,0,sloth
3,54,1,7,okapi
3,6,1,12,fossa
3,20,15,14,fossa
3,12,13,15,deer
3,50,1,10,flounder
3,1,11,10,fossa
3,0,7,14,okapi
3,67,15,4,okapi
3,62,8,14,okapi
3,73,14,9,stingray
3,45,2,12,fossa
3,57,9,1,ostrich
3,10,7,15,okapi
3,46,4,2,okapi
3,33,0,5,bull huss
3,16,15,13,fossa
3,77,13,11,fossa
3,71,7,4,lion
3,28,12,10,fossa
3,13,3,5,newt
3,11,13,8,komodo dragon
3,2,9,6,vulture
3,9,15,3,komodo dragons
3,49,1,8,flounder
3,24,10,11,fossa
3,3,10,9,fossa
3,18,12,5,tarsier
3,48,4,4,stingray
3,36,1,1,vulture
3,22,5,6,cassowary
3,69,4,10,manta ray
3,23,2,14,fossa
3,68,5,15,fossa
3,32,6,4,vulture
3,8,14,12,fossa
4,59,5,3,okapi
4,51,10,8,fossa
4,18,11,4,tarsier
4,26,12,13,fossa
4,47,4,0,fossa
4,52,8,8,ibex
4,23,2,15,fossa
4,71,7,5,vulture
4,45,1,11,fossa
4,68,5,14,fossa
4,56,5,11,dugong
4,7,7,10,shark
4,11,14,9,komodo dragon
4,31,5,12,anteater
4,28,12,10,fossa
4,43,12,15,okapi
4,13,3,4,newt
4,72,8,5,vulture
4,19,14,5,okapi
4,30,0,10,aardwolf
4,67,0,4,okapi
4,60,5,7,ibex
4,46,3,1,fossa
4,33,0,5,bull huss
4,53,11,14,okapi
4,64,12,7,fossa
4,35,0,3,okapi
4,15,7,8,ibex
4,77,14,11,fossa
4,76,13,1,hedgehog
4,14,12,2,okapi
4,54,2,7,okapi
4,17,10,1,galerella sanguinea
4,50,1,9,flounder
4,78,2,1,sloth
4,58,3,15,fossa
4,62,8,13,fossa
4,65,6,8,ibex
4,27,11,1,vulture
4,34,10,4,ostrich
4,29,14,2,okapi
4,48,4,4,vulture
4,24,9,12,fossa
4,0,7,14,okapi
4,42,12,9,fossa
4,44,13,12,fossa
4,8,13,13,fossa
4,69,5,10,manta ray
4,1,10,10,fossa
4,39,2,6,okapi
4,22,5,6,cassowary
4,6,1,13,fossa
4,74,0,14,fossa
4,37,4,15,fossa
4,9,0,2,vulture
4,41,13,3,okapi
4,70,14,4,okapi
4,3,9,9,fossa
4,49,2,8,okapi
4,57,10,0,ostrich
4,12,14,0,deer
4,4,13,0,warthog
4,75,1,1,vulture
4,63,13,14,hedgehog
4,10,7,15,okapi
4,25,4,6,shark
4,21,4,13,hedgehog
4,20,15,14,fossa
4,73,13,10,gecko
4,32,6,4,vulture
4,79,2,3,sloth
4,55,12,3,mongoose
4,66,4,11,ibex
4,61,12,0,moose
4,38,8,1,okapi
4,16,14,12,fossa
4,2,10,7,vulture
4,5,9,4,vulture
4,40,6,2,okapi
4,36,0,0,vulture
5,43,13,15,okapi
5,69,5,10,manta ray
5,35,1,3,okapi
5,20,15,14,fossa
5,34,11,5,ostrich
5,46,2,0,fossa
5,14,12,3,okapi
5,55,11,2,mongoose
5,4,14,1,warthog
5,22,5,6,cassowary
5,31,6,11,dugong
5,2,11,6,vulture
5,62,9,14,fossa
5,5,10,5,vulture
5,67,1,5,okapi
5,38,8,1,okapi
5,59,6,2,okapi
5,15,7,9,ibex
5,33,15,4,okapi
5,73,13,10,gecko
5,70,15,3,okapi
5,24,8,12,fossa
5,10,6,14,okapi
5,78,2,1,sloth
5,27,11,1,vulture
5,13,4,5,newt
5,6,1,14,fossa
5,72,8,4,vulture
5,51,10,8,fossa
5,30,0,9,okapi
5,9,0,1,vulture
5,58,3,15,fossa
5,18,12,5,tarsier
5,42,13,8,fossa
5,71,7,5,kookaburra
5,40,6,3,okapi
5,74,15,13,fossa
5,32,5,4,okapi
5,66,3,12,ibex
5,57,9,0,deer
5,47,4,0,fossa
5,11,15,8,komodo dragon
5,54,3,7,okapi
5,48,5,5,vulture
5,56,5,11,dugong
5,23,2,15,fossa
5,8,12,12,eurasian lynx
5,44,13,11,gecko
5,1,9,10,fossa
5,68,5,14,fossa
5,79,2,4,okapi
5,12,14,15,fossa
5,29,15,2,okapi
5,52,8,8,ibex
5,28,12,10,gecko
5,53,10,14,fossa
5,45,2,11,flounder
5,49,1,8,okapi
5,64,11,7,fossa
5,26,12,13,fossa
5,17,11,0,galerella sanguinea
5,41,13,3,okapi
5,60,4,6,sitatunga
5,3,9,9,fossa
5,77,15,10,fossa
5,0,7,15,okapi
5,16,15,11,fossa
5,65,6,9,ibex
5,19,15,5,okapi
5,7,7,11,shark
5,36,15,1,vulture
5,37,4,15,fossa
5,76,14,0,okapi
5,75,1,0,vulture
5,61,12,0,moose
5,25,4,7,shark
5,21,5,13,okapi
5,63,13,14,hedgehog
5,39,3,5,okapi
5,50,1,10,flounder
6,6,1,14,fossa
6,9,15,1,takin
6,21,4,12,okapi
6,19,15,5,okapi
6,4,14,1,okapi
6,36,0,0,vulture
6,3,8,9,fossa
6,38,8,0,okapi
6,24,9,12,fossa
6,47,5,1,fossa
6,23,2,14,fossa
6,48,5,5,vulture
6,65,6,9,ibex
6,42,14,9,gecko
6,14,11,2,sparrowhawk
6,64,12,8,fossa
6,34,10,4,ostrich
6,62,10,15,fossa
6,74,15,13,gecko
6,5,10,6,vulture
6,11,14,8,fossa
6,25,4,7,okapi
6,45,1,10,flounder
6,61,13,1,moose
6,0,7,14,okapi
6,26,13,13,fossa
6,60,5,7,okapi
6,30,0,9,fossa
6,1,8,10,fossa
6,31,6,10,dugong
6,57,10,0,fossa
6,79,2,5,okapi
6,58,3,15,fossa
6,28,12,11,gecko
6,78,2,2,fossa
6,15,7,9,ibex
6,55,10,1,deer
6,18,12,4,okapi
6,51,9,8,fossa
6,73,13,9,gecko
6,54,3,7,okapi
6,20,15,14,fossa
6,56,4,10,dugong
6,27,11,1,vulture
6,77,0,10,fossa
6,17,12,0,galerella sanguinea
6,67,0,5,reindeers
6,7,7,10,shark
6,66,3,11,okapi
6,70,0,2,okapi
6,41,13,4,pudu
6,75,2,15,fossa
6,2,12,5,vulture
6,13,3,6,okapi
6,50,1,9,okapi
6,53,11,15,fossa
6,72,9,4,vulture
6,12,14,15,fossa
6,76,13,0,okapi
6,63,14,13,hedgehog
6,40,7,3,okapi
6,35,1,3,okapi
6,71,6,6,okapi
6,68,4,15,fossa
6,10,6,15,okapi
6,59,6,1,fossa
6,43,12,15,okapi
6,46,2,1,fossa
6,49,2,7,okapi
6,8,12,12,gecko
6,69,4,11,manta ray
6,22,6,7,cassowary
6,32,5,4,okapi
6,16,15,12,gecko
6,44,14,11,gecko
6,33,15,4,okapi
6,29,15,2,okapi
6,52,8,8,ibex
6,37,3,14,fossa
6,39,4,5,okapi
7,0,7,15,okapi
7,37,4,14,fossa
7,64,11,7,fossa
7,11,15,7,fossa
7,63,14,13,gecko
7,23,3,13,fossa
7,50,0,8,okapi
7,66,3,10,okapi
7,43,13,15,okapi
7,57,11,1,fossa
7,26,12,13,gecko
7,60,6,6,okapi
7,61,12,1,moose
7,18,13,5,fossa
7,5,11,6,fossa
7,13,3,6,okapi
7,79,2,6,okapi
7,62,10,15,fossa
7,77,0,10,fossa
7,44,14,11,gecko
7,1,8,10,fossa
7,24,8,11,fossa
7,30,0,9,flounder
7,36,1,15,vulture
7,10,5,0,fossa
7,6,1,14,fossa
7,68,4,15,fossa
7,16,14,12,gecko
7,8,12,12,gecko
7,53,10,0,fossa
7,14,11,2,vulture
7,19,14,5,fossa
7,72,10,3,vulture
7,78,2,2,fossa
7,47,6,0,fossa
7,39,4,5,okapi
7,48,6,4,fossa
7,56,3,11,dugong
7,38,9,0,fossa
7,54,4,6,okapi
7,46,1,2,dwarf mongoose
7,21,4,13,fossa
7,42,13,10,gecko
7,67,15,6,okapi
7,29,15,2,fossa
7,17,12,0,okapi
7,70,0,1,fossa
7,75,3,14,fossa
7,31,5,11,okapi
7,25,4,7,okapi
7,69,4,11,okapi
7,9,14,0,okapi
7,76,13,0,okapi
7,73,13,9,gecko
7,22,7,7,cassowary
7,33,15,4,okapi
7,15,7,9,goral
7,40,7,2,okapi
7,7,7,10,shark
7,12,14,15,fossa
7,49,1,8,okapi
7,51,9,9,fossa
7,35,1,3,fossa
7,34,9,5,ostrich
7,58,2,15,fossa
7,45,1,10,flounder
7,55,10,1,vulture
7,41,14,3,pudu
7,2,12,6,fossa
7,3,9,10,fossa
7,65,7,8,ibex
7,4,14,1,okapi
7,71,7,5,okapi
7,59,5,2,fossa
7,32,5,3,fossa
7,20,14,14,gecko
7,52,9,7,wildebeest
7,74,15,14,gecko
