gen,id,x,y,word
0,16,0,11,mongoose
0,47,13,8,vulture
0,13,9,11,qatar oryx
0,7,3,6,cheetah
0,52,2,9,kangaroo
0,64,14,3,uakari
0,39,10,3,shoebill stork
0,78,0,7,walrus
0,65,3,15,ostrich
0,15,14,13,shoebill stork
0,21,3,9,hedgehog
0,74,11,5,cheetah
0,38,12,6,uakari
0,53,13,9,jaguar
0,18,14,8,armadillo
0,2,6,0,panda
0,5,0,5,xerus squirrel
0,8,3,10,tapir
0,26,13,7,vulture
0,42,1,6,anteater
0,77,2,12,ibex
0,35,15,7,cheetah
0,62,13,5,numbat
0,37,14,9,armadillo
0,29,10,4,lemur
0,67,7,5,jaguar
0,11,14,10,panda
0,72,13,11,springhare
0,44,5,2,mongoose
0,69,7,6,panda
0,34,14,2,uakari
0,6,8,11,walrus
0,70,11,1,lemur
0,46,4,7,cheetah
0,54,8,0,kangaroo
0,73,2,8,walrus
0,71,15,15,panda
0,55,11,14,echidna
0,68,13,0,numbat
0,33,3,1,mongoose
0,23,7,9,ibex
0,66,8,14,qatar oryx
0,10,15,14,dugong
0,4,5,6,jaguar
0,36,7,11,walrus
0,1,6,1,mongoose
0,58,5,14,jaguar
0,51,7,14,ostrich
0,40,4,13,armadillo
0,63,11,2,qatar oryx
0,56,10,8,rhinoceros
0,48,14,15,walrus
0,12,7,8,dolphin
0,50,6,14,fennec fox
0,22,2,4,numbat
0,3,1,12,mongoose
0,41,10,7,opossum
0,76,11,12,mpla frogmouth
0,57,9,9,ibex
0,32,8,12,casquiated hornbill
0,61,11,0,mpla frogmouth
0,24,2,15,mpla frogmouth
0,25,14,0,echidna
0,19,15,11,ostrich
0,31,1,9,qatar oryx
0,45,5,9,anteater
0,43,0,6,echidna
0,59,6,8,anteater
0,27,14,6,cheetah
0,17,11,11,salamander
0,60,10,5,cheetah
0,28,5,4,fennec fox
0,30,7,2,kangaroo
0,9,0,14,anteater
0,20,2,10,tapir
0,49,15,9,panda
0,14,9,7,rhinoceros
0,0,1,14,armadillo
0,79,3,2,mongoose
0,75,14,14,steller sea lion
1,21,4,10,hedgehog
1,78,15,7,walrus
1,3,2,11,mongoose
1,60,9,5,cheetah
1,15,14,13,shoebill stork
1,5,15,4,jerboa
1,20,2,10,ibex
1,47,12,7,vulture
1,64,13,3,uakari
1,56,10,8,rhinoceros
1,75,13,14,steller sea lion
1,9,0,13,anteater
1,24,1,15,armadillo
1,53,13,9,jaguar
1,51,6,15,meerkat
1,18,14,8,panda
1,12,7,8,anteater
1,46,4,6,cheetah
1,42,2,7,cheetah
1,22,3,4,numbat
1,77,1,11,mongoose
1,68,13,1,numbat
1,76,11,11,mpla frogmouth
1,72,14,12,springhare
1,14,8,7,rhinoceros
1,44,5,2,mongoose
1,7,3,6,cheetah
1,35,15,6,cheetah
1,67,7,5,jaguar
1,11,15,10,panda
1,37,14,9,panda
1,70,10,2,lemur
1,69,7,6,panda
1,59,7,7,anteater
1,45,5,8,anteater
1,28,5,3,fennec fox
1,36,8,10,ibex
1,33,2,2,mongoose
1,48,14,15,walrus
1,74,11,4,cheetah
1,31,1,9,panda
1,13,9,11,walrus
1,61,10,0,mpla frogmouth
1,49,0,9,panda
1,52,2,9,kangaroo
1,71,14,14,panda
1,16,0,10,mongoose
1,39,10,3,shoebill stork
1,19,15,11,ostrich
1,2,7,0,mongoose
1,32,8,12,hornpits
1,34,14,2,uakari
1,66,8,15,qatar oryx
1,63,11,3,cheetah
1,55,11,15,echidna
1,27,14,5,cheetah
1,23,7,10,ibex
1,8,3,11,tapir
1,65,2,0,ostrich
1,10,15,14,panda
1,25,14,0,echidna
1,79,2,1,mongoose
1,50,7,13,fennec fox
1,73,2,8,panda
1,4,5,5,jaguar
1,62,13,5,numbat
1,1,7,1,mongoose
1,6,8,11,walrus
1,58,5,13,serval
1,43,0,6,cheetah
1,38,11,6,tamarins
1,54,7,15,kangaroo
1,17,10,11,salamander
1,0,0,14,armadillo
1,29,11,5,lemur
1,40,3,14,scaly tailed possum
1,41,10,7,rhinoceros
1,30,6,1,mongoose
1,26,13,7,vulture
1,57,8,8,ibex
2,7,3,5,cheetah
2,37,14,9,jaguar
2,67,6,6,jaguar
2,27,14,5,cheetah
2,26,12,7,vulture
2,72,14,11,mongoose
2,38,10,6,tamarins
2,40,4,13,scaly tailed possum
2,66,9,0,lemur
2,71,15,15,panda
2,59,7,7,ibex
2,47,13,6,vulture
2,5,14,3,jerboa
2,16,15,11,mongoose
2,23,6,11,ibex
2,60,9,6,cheetah
2,17,10,10,salamander
2,10,0,15,panda
2,20,2,10,mongoose
2,0,0,14,panda
2,75,13,14,steller sea lion
2,70,9,1,lemur
2,3,2,11,mongoose
2,46,4,5,cheetah
2,73,2,7,panda
2,13,9,11,ibex
2,41,10,7,rhinoceros
2,63,12,2,cheetah
2,8,4,10,tapir
2,69,7,6,jaguar
2,12,6,7,anteater
2,45,5,8,anteater
2,32,8,12,hornpits
2,28,5,4,cheetah
2,55,11,0,echidna
2,65,3,0,mongoose
2,34,15,2,uakari
2,77,1,11,mongoose
2,22,3,3,mongoose
2,52,3,9,tapir
2,35,15,5,cheetah
2,33,2,3,mongoose
2,51,5,14,mongoose
2,30,7,2,mongoose
2,18,14,8,panda
2,31,1,9,panda
2,74,10,5,cheetah
2,62,12,4,numbat
2,21,3,10,hedgehog
2,11,0,9,panda
2,6,8,11,ibex
2,54,8,14,kangaroo
2,1,6,0,mongoose
2,53,13,9,jaguar
2,4,6,4,jaguar
2,64,13,4,jerboa
2,39,10,3,shoebill stork
2,15,13,13,shoebill stork
2,76,11,11,mpla frogmouth
2,25,13,15,echidna
2,68,14,1,walrus
2,56,11,7,rhinoceros
2,42,1,6,panda
2,50,6,13,fennec fox
2,36,8,10,ibex
2,61,10,15,lemur
2,43,15,7,bobcat
2,19,14,10,mongoose
2,24,1,14,armadillo
2,78,14,7,panda
2,29,11,4,lemur
2,44,4,1,mongoose
2,2,6,15,mongoose
2,58,4,12,serval
2,14,7,8,ibex
2,57,8,8,ibex
2,79,2,2,clawless otter
2,9,0,12,anteater
2,48,13,0,walrus
2,49,0,10,panda
3,47,13,7,vulture
3,64,12,3,jerboa
3,44,4,2,mongoose
3,71,15,14,panda
3,0,0,14,panda
3,75,14,13,panda
3,56,11,7,rhinoceros
3,70,10,1,lemur
3,25,13,15,walrus
3,33,2,3,mongoose
3,66,9,1,lemur
3,77,1,10,mongoose
3,19,15,10,mongoose
3,29,12,5,lemur
3,58,3,13,mongoose
3,10,1,0,mongoose
3,9,0,12,anteater
3,46,4,5,tiger
3,5,15,4,jerboa
3,55,11,15,echidna
3,49,15,11,anteater
3,62,12,4,numbat
3,53,13,8,jaguar
3,54,7,15,kangaroo
3,18,15,9,panda
3,45,4,7,anteater
3,27,13,5,cheetah
3,36,8,10,ibex
3,59,7,7,ibex
3,34,0,3,bushbaby
3,6,7,10,ibex
3,48,12,0,walrus
3,14,7,9,ibex
3,73,1,6,panda
3,13,9,11,ibex
3,15,13,12,mongoose
3,63,13,3,cheetah
3,68,14,1,walrus
3,16,14,11,mongoose
3,42,2,5,panda
3,38,10,5,cheetah
3,30,8,1,mongoose
3,51,4,13,mongoose
3,8,5,11,tapir
3,61,10,15,lemur
3,69,8,7,jaguar
3,11,0,9,mongoose
3,7,3,4,panda
3,12,6,7,anteater
3,43,15,8,bobcat
3,74,9,5,cheetah
3,17,10,11,salamander
3,65,2,0,mongoose
3,37,14,9,jaguar
3,52,3,9,panda
3,23,5,12,ibex
3,2,5,15,mongoose
3,22,3,3,mongoose
