gen,id,x,y,word
0,15,11,5,badger
0,61,4,2,ibex
0,27,10,11,narwhal
0,7,0,6,rhinoceros
0,40,4,12,stork
0,29,3,15,lemur
0,43,11,3,mongoose
0,67,10,9,yak
0,56,8,11,narwhal
0,32,6,4,sloth
0,10,2,10,komodo dragon
0,51,6,2,jaguar
0,69,4,8,rhinoceros
0,57,14,7,ibex
0,47,0,4,quiet lemming
0,38,3,6,elephant
0,17,12,11,okapi
0,36,9,4,addax
0,53,6,11,okapi
0,9,5,7,dk dik disk
0,24,6,0,wolf
0,62,3,4,monkey
0,20,13,9,xenopus frog
0,60,5,6,elephant
0,4,10,4,mongoose
0,52,1,9,mongoose
0,26,8,7,cheetah
0,11,5,13,rhinoceros
0,12,12,6,badger
0,64,15,2,wolf
0,50,0,0,cheetah
0,18,4,4,ocelot
0,63,2,1,jaguar
0,72,15,12,wolf
0,1,12,0,mongoose
0,13,8,1,elephant
0,70,13,5,giraffe
0,14,13,4,giraffe
0,30,6,7,dog
0,68,1,12,zebra
0,73,12,5,badger
0,8,7,3,sloth
0,58,4,5,elephant
0,33,3,9,rhinoceros
0,54,0,13,tarsier
0,49,13,14,badger
0,35,14,8,okapi
0,31,9,15,urial
0,48,6,5,mongoose
0,66,15,8,yak
0,46,15,13,giraffe
0,3,9,12,aardvark
0,23,10,10,yak
0,34,0,11,mongoose
0,44,1,13,stork
0,5,13,12,stork
0,55,11,13,komodo dragon
0,76,3,8,badger
0,39,6,13,monkey
0,21,5,11,ibex
0,77,15,6,ibex
0,41,7,11,little auks
0,2,3,1,jaguar
0,16,5,3,ocelot
0,42,13,15,mongoose
0,79,13,1,giraffe
0,28,15,3,wolf
0,6,9,1,elephant
0,78,6,1,jaguar
0,37,0,10,mongoose
0,0,4,9,tarsier
0,74,12,14,badger
0,65,13,11,okapi
0,59,4,10,dk dik disk
0,25,11,1,newt
0,75,0,12,giraffe
0,45,8,0,elephant
0,22,3,0,yak
0,71,4,13,rhinoceros
0,19,3,11,hedgehog
1,37,0,9,binturong
1,33,3,8,rhinoceros
1,8,7,4,mongoose
1,22,3,15,rhinoceros
1,0,4,9,rhinoceros
1,65,13,10,okapi
1,59,4,10,dk dik disk
1,36,10,3,mongoose
1,73,11,4,aardvark
1,26,8,6,cheetah
1,72,15,12,wolf
1,23,9,10,yak
1,76,3,7,badger
1,60,4,6,badger
1,7,0,7,rhinoceros
1,67,11,8,saola
1,31,10,0,urial
1,74,12,14,badger
1,20,14,10,okapi
1,46,15,14,giraffe
1,17,12,10,okapi
1,12,13,7,okapi
1,40,3,12,stork
1,10,2,10,mongoose
1,25,12,1,mongoose
1,35,15,7,rhinoceros
1,48,6,5,elephant
1,56,9,12,narwhal
1,70,14,5,giraffe
1,39,7,12,monkey
1,49,14,14,mongoose
1,18,4,4,ibex
1,34,1,11,eurasian polecat
1,38,3,6,badger
1,4,10,4,mongoose
1,11,6,14,rhinoceros
1,14,13,4,giraffe
1,54,0,13,wolf
1,78,5,1,elephant
1,6,9,1,elephant
1,3,9,13,aardvark
1,51,6,2,elephant
1,21,5,10,okapi
1,62,3,4,monkey
1,2,2,2,european wildcats
1,1,12,0,mongoose
1,29,2,15,lemur
1,30,6,6,rhinoceros
1,41,8,12,little auks
1,75,0,12,giraffe
1,66,15,9,mongoose
1,69,5,7,rhinoceros
1,24,7,15,rhinoceros
1,45,7,1,elephant
1,28,15,3,wolf
1,47,1,4,quiet lemming
1,79,14,0,giraffe
1,42,13,14,mongoose
1,15,12,6,okapi
1,58,5,4,elephant
1,63,2,1,jaguar
1,71,4,14,rhinoceros
1,55,11,13,bull sharks
1,52,2,8,mongoose
1,53,6,11,okapi
1,32,6,4,sloth
1,44,1,13,stork
1,57,14,7,okapi
1,5,12,13,badger
1,13,8,1,elephant
1,9,4,7,badger
1,43,11,2,mongoose
1,68,1,12,zebra
1,27,10,11,narwhal
1,64,0,1,wolf
1,61,5,3,ibex
1,50,15,15,cheetah
1,19,3,11,mongoose
1,16,5,2,ocelot
1,77,15,6,ibex
2,19,3,11,mongoose
2,20,13,11,okapi
2,35,14,6,giraffe
2,39,6,12,monkey
2,79,15,1,giraffe
2,37,0,8,binturong
2,78,4,2,elephant
2,55,11,14,bull sharks
2,15,11,6,okapi
2,5,11,12,badger
2,12,12,7,okapi
2,77,15,6,rhinoceros
2,57,14,7,rhinoceros
2,59,5,11,dk dik disk
2,43,12,2,mongoose
2,25,11,0,pangolin
2,62,3,4,ibex
2,44,0,14,cheetah
2,32,6,4,mongoose
2,51,6,2,elephant
2,23,10,9,yak
2,16,4,3,elephant
2,38,3,6,rhinoceros
2,46,15,13,giraffe
2,6,9,1,elephant
2,36,10,3,mongoose
2,49,13,13,mongoose
2,75,0,11,giraffe
2,29,1,0,rhinoceros
2,18,4,4,ibex
2,3,9,13,aardvark
2,40,2,12,mongoose
2,42,13,14,mongoose
